message_id,category,confidence,reason
MSG_0664,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0665,Promotional,0.85,"The message contains promotional language such as a sale, discount, offer, or promotional code."
MSG_0666,Promotional,0.75,"The message contains promotional language such as a sale, discount, offer, or promotional code."
MSG_0667,Action Required,0.75,The message asks the recipient to perform an action or complete something.
MSG_0668,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0669,Meeting or Event,0.65,"The message refers to a planned meeting, event, appointment, or scheduled activity."
MSG_0670,Action Required,0.75,The message asks the recipient to perform an action or complete something.
MSG_0671,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0672,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0673,Meeting or Event,0.65,"The message refers to a planned meeting, event, appointment, or scheduled activity."
MSG_0674,Meeting or Event,0.75,"The message refers to a planned meeting, event, appointment, or scheduled activity."
MSG_0675,Meeting or Event,0.65,"The message refers to a planned meeting, event, appointment, or scheduled activity."
MSG_0676,Promotional,0.65,"The message contains promotional language such as a sale, discount, offer, or promotional code."
MSG_0677,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0678,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0679,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0680,Promotional,0.75,"The message contains promotional language such as a sale, discount, offer, or promotional code."
MSG_0681,Sensitive Information,0.65,"The message contains a sensitive personal, financial, authentication, or health-related signal."
MSG_0682,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0683,Meeting or Event,0.75,"The message refers to a planned meeting, event, appointment, or scheduled activity."
MSG_0684,Sensitive Information,0.65,"The message contains a sensitive personal, financial, authentication, or health-related signal."
MSG_0685,Meeting or Event,0.65,"The message refers to a planned meeting, event, appointment, or scheduled activity."
MSG_0686,Personal Information,0.75,The message contains a personal detail about the sender or another person.
MSG_0687,Sensitive Information,0.65,"The message contains a sensitive personal, financial, authentication, or health-related signal."
MSG_0688,Action Required,0.75,The message asks the recipient to perform an action or complete something.
MSG_0689,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0690,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0691,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0692,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0693,Meeting or Event,0.75,"The message refers to a planned meeting, event, appointment, or scheduled activity."
MSG_0694,Action Required,0.75,The message asks the recipient to perform an action or complete something.
MSG_0695,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0696,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0697,Meeting or Event,0.75,"The message refers to a planned meeting, event, appointment, or scheduled activity."
MSG_0698,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0699,Promotional,0.75,"The message contains promotional language such as a sale, discount, offer, or promotional code."
MSG_0700,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0701,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0702,Promotional,0.65,"The message contains promotional language such as a sale, discount, offer, or promotional code."
MSG_0703,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0704,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0705,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0706,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0707,Meeting or Event,0.75,"The message refers to a planned meeting, event, appointment, or scheduled activity."
MSG_0708,Action Required,0.65,The message asks the recipient to perform an action or complete something.
MSG_0709,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0710,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0711,Meeting or Event,0.65,"The message refers to a planned meeting, event, appointment, or scheduled activity."
MSG_0712,Promotional,0.85,"The message contains promotional language such as a sale, discount, offer, or promotional code."
MSG_0713,Meeting or Event,0.65,"The message refers to a planned meeting, event, appointment, or scheduled activity."
MSG_0714,Promotional,0.65,"The message contains promotional language such as a sale, discount, offer, or promotional code."
MSG_0715,Sensitive Information,0.65,"The message contains a sensitive personal, financial, authentication, or health-related signal."
MSG_0716,Meeting or Event,0.65,"The message refers to a planned meeting, event, appointment, or scheduled activity."
MSG_0717,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0718,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0719,Meeting or Event,0.65,"The message refers to a planned meeting, event, appointment, or scheduled activity."
MSG_0720,Meeting or Event,0.65,"The message refers to a planned meeting, event, appointment, or scheduled activity."
MSG_0721,Promotional,0.75,"The message contains promotional language such as a sale, discount, offer, or promotional code."
MSG_0722,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0723,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0724,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0725,Action Required,0.65,The message asks the recipient to perform an action or complete something.
MSG_0726,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0727,Sensitive Information,0.65,"The message contains a sensitive personal, financial, authentication, or health-related signal."
MSG_0728,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0729,Personal Information,0.65,The message contains a personal detail about the sender or another person.
MSG_0730,Action Required,0.75,The message asks the recipient to perform an action or complete something.
MSG_0731,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0732,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0733,Personal Information,0.65,The message contains a personal detail about the sender or another person.
MSG_0734,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0735,Promotional,0.65,"The message contains promotional language such as a sale, discount, offer, or promotional code."
MSG_0736,Action Required,0.65,The message asks the recipient to perform an action or complete something.
MSG_0737,Promotional,0.85,"The message contains promotional language such as a sale, discount, offer, or promotional code."
MSG_0738,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0739,Sensitive Information,0.75,"The message contains a sensitive personal, financial, authentication, or health-related signal."
MSG_0740,Action Required,0.75,The message asks the recipient to perform an action or complete something.
MSG_0741,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0742,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0743,Action Required,0.75,The message asks the recipient to perform an action or complete something.
MSG_0744,Meeting or Event,0.65,"The message refers to a planned meeting, event, appointment, or scheduled activity."
MSG_0745,Meeting or Event,0.65,"The message refers to a planned meeting, event, appointment, or scheduled activity."
MSG_0746,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0747,Meeting or Event,0.75,"The message refers to a planned meeting, event, appointment, or scheduled activity."
MSG_0748,Promotional,0.85,"The message contains promotional language such as a sale, discount, offer, or promotional code."
MSG_0749,Sensitive Information,0.65,"The message contains a sensitive personal, financial, authentication, or health-related signal."
MSG_0750,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0751,Sensitive Information,0.75,"The message contains a sensitive personal, financial, authentication, or health-related signal."
MSG_0752,Sensitive Information,0.75,"The message contains a sensitive personal, financial, authentication, or health-related signal."
MSG_0753,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0754,Action Required,0.75,The message asks the recipient to perform an action or complete something.
MSG_0755,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0756,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0757,Action Required,0.75,The message asks the recipient to perform an action or complete something.
MSG_0758,Promotional,0.65,"The message contains promotional language such as a sale, discount, offer, or promotional code."
MSG_0759,Meeting or Event,0.75,"The message refers to a planned meeting, event, appointment, or scheduled activity."
MSG_0760,Promotional,0.75,"The message contains promotional language such as a sale, discount, offer, or promotional code."
MSG_0761,Action Required,0.75,The message asks the recipient to perform an action or complete something.
MSG_0762,Promotional,0.65,"The message contains promotional language such as a sale, discount, offer, or promotional code."
MSG_0763,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0764,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0765,Promotional,0.65,"The message contains promotional language such as a sale, discount, offer, or promotional code."
MSG_0766,Promotional,0.85,"The message contains promotional language such as a sale, discount, offer, or promotional code."
MSG_0767,Promotional,0.85,"The message contains promotional language such as a sale, discount, offer, or promotional code."
MSG_0768,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0769,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0770,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0771,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0772,Sensitive Information,0.75,"The message contains a sensitive personal, financial, authentication, or health-related signal."
MSG_0773,Meeting or Event,0.65,"The message refers to a planned meeting, event, appointment, or scheduled activity."
MSG_0774,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0775,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0776,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0777,Sensitive Information,0.65,"The message contains a sensitive personal, financial, authentication, or health-related signal."
MSG_0778,Sensitive Information,0.65,"The message contains a sensitive personal, financial, authentication, or health-related signal."
MSG_0779,Action Required,0.75,The message asks the recipient to perform an action or complete something.
MSG_0780,Action Required,0.65,The message asks the recipient to perform an action or complete something.
MSG_0781,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0782,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0783,Action Required,0.75,The message asks the recipient to perform an action or complete something.
MSG_0784,Action Required,0.75,The message asks the recipient to perform an action or complete something.
MSG_0785,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0786,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0787,Meeting or Event,0.65,"The message refers to a planned meeting, event, appointment, or scheduled activity."
MSG_0788,Meeting or Event,0.65,"The message refers to a planned meeting, event, appointment, or scheduled activity."
MSG_0789,Meeting or Event,0.65,"The message refers to a planned meeting, event, appointment, or scheduled activity."
MSG_0790,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0791,Sensitive Information,0.65,"The message contains a sensitive personal, financial, authentication, or health-related signal."
MSG_0792,Meeting or Event,0.75,"The message refers to a planned meeting, event, appointment, or scheduled activity."
MSG_0793,Meeting or Event,0.65,"The message refers to a planned meeting, event, appointment, or scheduled activity."
MSG_0794,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0795,Meeting or Event,0.65,"The message refers to a planned meeting, event, appointment, or scheduled activity."
MSG_0796,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0797,Meeting or Event,0.75,"The message refers to a planned meeting, event, appointment, or scheduled activity."
MSG_0798,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0799,Action Required,0.75,The message asks the recipient to perform an action or complete something.
MSG_0800,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0801,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0802,Sensitive Information,0.65,"The message contains a sensitive personal, financial, authentication, or health-related signal."
MSG_0803,Sensitive Information,0.65,"The message contains a sensitive personal, financial, authentication, or health-related signal."
MSG_0804,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0805,Promotional,0.75,"The message contains promotional language such as a sale, discount, offer, or promotional code."
MSG_0806,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0807,Promotional,0.75,"The message contains promotional language such as a sale, discount, offer, or promotional code."
MSG_0808,Promotional,0.65,"The message contains promotional language such as a sale, discount, offer, or promotional code."
MSG_0809,Action Required,0.75,The message asks the recipient to perform an action or complete something.
MSG_0810,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0811,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0812,Sensitive Information,0.65,"The message contains a sensitive personal, financial, authentication, or health-related signal."
MSG_0813,Sensitive Information,0.65,"The message contains a sensitive personal, financial, authentication, or health-related signal."
MSG_0814,Action Required,0.75,The message asks the recipient to perform an action or complete something.
MSG_0815,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0816,Meeting or Event,0.65,"The message refers to a planned meeting, event, appointment, or scheduled activity."
MSG_0817,Promotional,0.65,"The message contains promotional language such as a sale, discount, offer, or promotional code."
MSG_0818,Promotional,0.65,"The message contains promotional language such as a sale, discount, offer, or promotional code."
MSG_0819,Meeting or Event,0.65,"The message refers to a planned meeting, event, appointment, or scheduled activity."
MSG_0820,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0821,Meeting or Event,0.65,"The message refers to a planned meeting, event, appointment, or scheduled activity."
MSG_0822,Meeting or Event,0.65,"The message refers to a planned meeting, event, appointment, or scheduled activity."
MSG_0823,Meeting or Event,0.65,"The message refers to a planned meeting, event, appointment, or scheduled activity."
MSG_0824,Action Required,0.75,The message asks the recipient to perform an action or complete something.
MSG_0825,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0826,Action Required,0.65,The message asks the recipient to perform an action or complete something.
MSG_0827,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0828,Promotional,0.65,"The message contains promotional language such as a sale, discount, offer, or promotional code."
MSG_0829,Action Required,0.75,The message asks the recipient to perform an action or complete something.
MSG_0830,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0831,Meeting or Event,0.65,"The message refers to a planned meeting, event, appointment, or scheduled activity."
MSG_0832,Promotional,0.85,"The message contains promotional language such as a sale, discount, offer, or promotional code."
MSG_0833,Personal Information,0.75,The message contains a personal detail about the sender or another person.
MSG_0834,Sensitive Information,0.65,"The message contains a sensitive personal, financial, authentication, or health-related signal."
MSG_0835,Promotional,0.85,"The message contains promotional language such as a sale, discount, offer, or promotional code."
MSG_0836,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0837,Meeting or Event,0.65,"The message refers to a planned meeting, event, appointment, or scheduled activity."
MSG_0838,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0839,Promotional,0.85,"The message contains promotional language such as a sale, discount, offer, or promotional code."
MSG_0840,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0841,Meeting or Event,0.65,"The message refers to a planned meeting, event, appointment, or scheduled activity."
MSG_0842,Promotional,0.75,"The message contains promotional language such as a sale, discount, offer, or promotional code."
MSG_0843,Meeting or Event,0.65,"The message refers to a planned meeting, event, appointment, or scheduled activity."
MSG_0844,Promotional,0.85,"The message contains promotional language such as a sale, discount, offer, or promotional code."
MSG_0845,Meeting or Event,0.75,"The message refers to a planned meeting, event, appointment, or scheduled activity."
MSG_0846,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0847,Meeting or Event,0.65,"The message refers to a planned meeting, event, appointment, or scheduled activity."
MSG_0848,Sensitive Information,0.75,"The message contains a sensitive personal, financial, authentication, or health-related signal."
MSG_0849,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0850,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0851,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0852,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0853,Action Required,0.75,The message asks the recipient to perform an action or complete something.
MSG_0854,Sensitive Information,0.65,"The message contains a sensitive personal, financial, authentication, or health-related signal."
MSG_0855,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0856,Promotional,0.85,"The message contains promotional language such as a sale, discount, offer, or promotional code."
MSG_0857,Personal Information,0.85,The message contains a personal detail about the sender or another person.
MSG_0858,Personal Information,0.65,The message contains a personal detail about the sender or another person.
MSG_0859,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0860,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0861,Meeting or Event,0.65,"The message refers to a planned meeting, event, appointment, or scheduled activity."
MSG_0862,Action Required,0.75,The message asks the recipient to perform an action or complete something.
MSG_0863,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0864,Action Required,0.75,The message asks the recipient to perform an action or complete something.
MSG_0865,Action Required,0.75,The message asks the recipient to perform an action or complete something.
MSG_0866,Meeting or Event,0.65,"The message refers to a planned meeting, event, appointment, or scheduled activity."
MSG_0867,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0868,Meeting or Event,0.65,"The message refers to a planned meeting, event, appointment, or scheduled activity."
MSG_0869,Personal Information,0.65,The message contains a personal detail about the sender or another person.
MSG_0870,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0871,Meeting or Event,0.65,"The message refers to a planned meeting, event, appointment, or scheduled activity."
MSG_0872,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0873,Meeting or Event,0.65,"The message refers to a planned meeting, event, appointment, or scheduled activity."
MSG_0874,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0875,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0876,Meeting or Event,0.65,"The message refers to a planned meeting, event, appointment, or scheduled activity."
MSG_0877,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0878,Meeting or Event,0.75,"The message refers to a planned meeting, event, appointment, or scheduled activity."
MSG_0879,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0880,Sensitive Information,0.65,"The message contains a sensitive personal, financial, authentication, or health-related signal."
MSG_0881,Promotional,0.85,"The message contains promotional language such as a sale, discount, offer, or promotional code."
MSG_0882,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0883,Action Required,0.75,The message asks the recipient to perform an action or complete something.
MSG_0884,Action Required,0.65,The message asks the recipient to perform an action or complete something.
MSG_0885,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0886,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0887,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0888,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0889,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0890,Sensitive Information,0.75,"The message contains a sensitive personal, financial, authentication, or health-related signal."
MSG_0891,Personal Information,0.65,The message contains a personal detail about the sender or another person.
MSG_0892,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0893,Action Required,0.75,The message asks the recipient to perform an action or complete something.
MSG_0894,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0895,Meeting or Event,0.65,"The message refers to a planned meeting, event, appointment, or scheduled activity."
MSG_0896,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0897,Promotional,0.75,"The message contains promotional language such as a sale, discount, offer, or promotional code."
MSG_0898,Action Required,0.75,The message asks the recipient to perform an action or complete something.
MSG_0899,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
MSG_0900,General Information,0.75,"The message provides information without a clear action, event, personal detail, or promotional signal."
